2023-04-09 00:47:19,491 | DEBUG | route: auth/login
2023-04-11 23:14:16,980 | DEBUG | route: comments/
2023-04-11 23:14:16,982 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:14:16,982 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:19,302 | DEBUG | route: comments
2023-04-11 23:15:19,302 | DEBUG | route: comments
2023-04-11 23:15:19,302 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:19,302 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:19,330 | DEBUG | route: comments/
2023-04-11 23:15:19,330 | DEBUG | route: comments/
2023-04-11 23:15:19,331 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:19,331 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:36,960 | DEBUG | route: comments
2023-04-11 23:15:36,960 | DEBUG | route: comments
2023-04-11 23:15:36,966 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:36,966 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:37,005 | DEBUG | route: comments/
2023-04-11 23:15:37,005 | DEBUG | route: comments/
2023-04-11 23:15:37,008 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:15:37,008 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:31:52,073 | DEBUG | route: comments/react
2023-04-11 23:31:52,073 | DEBUG | route: comments/react
2023-04-11 23:31:52,074 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:31:52,074 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:32:23,721 | DEBUG | route: comments/react
2023-04-11 23:32:23,721 | DEBUG | route: comments/react
2023-04-11 23:32:23,722 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:32:23,722 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:33:21,105 | DEBUG | route: comments/react
2023-04-11 23:33:21,105 | DEBUG | route: comments/react
2023-04-11 23:33:21,107 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:33:21,107 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:33:58,619 | DEBUG | route: comments/react
2023-04-11 23:33:58,619 | DEBUG | route: comments/react
2023-04-11 23:33:58,623 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:33:58,623 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:34:05,871 | DEBUG | route: comments/react
2023-04-11 23:34:05,871 | DEBUG | route: comments/react
2023-04-11 23:34:05,873 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:34:05,873 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:35:59,556 | DEBUG | route: comments/react
2023-04-11 23:35:59,556 | DEBUG | route: comments/react
2023-04-11 23:35:59,565 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:35:59,565 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:36:07,586 | DEBUG | route: comments/react
2023-04-11 23:36:07,586 | DEBUG | route: comments/react
2023-04-11 23:36:07,587 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:36:07,587 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:36:46,909 | DEBUG | route: comments/react
2023-04-11 23:36:46,909 | DEBUG | route: comments/react
2023-04-11 23:36:46,910 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:36:46,910 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-12 00:12:20,905 | DEBUG | route: comments/{43}
2023-04-12 00:12:20,905 | DEBUG | route: comments/{43}
2023-04-12 00:12:20,906 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/{43}
2023-04-12 00:12:20,906 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/{43}
2023-04-12 00:13:52,201 | DEBUG | route: comments/{43}
2023-04-12 00:13:52,201 | DEBUG | route: comments/{43}
2023-04-12 00:13:52,203 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/{43}
2023-04-12 00:13:52,203 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/{43}
2023-04-12 00:14:11,394 | DEBUG | route: comments/{43}
2023-04-12 00:14:11,394 | DEBUG | route: comments/{43}
2023-04-12 00:14:11,394 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/{43}
2023-04-12 00:14:11,394 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/{43}
2023-04-12 00:15:14,554 | DEBUG | route: comments/{43}
2023-04-12 00:15:14,554 | DEBUG | route: comments/{43}
2023-04-12 00:15:14,555 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/{43}
2023-04-12 00:15:14,555 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/{43}
2023-04-12 00:15:45,071 | DEBUG | route: comments/{43}
2023-04-12 00:15:45,071 | DEBUG | route: comments/{43}
2023-04-12 00:15:45,072 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/{43}
2023-04-12 00:15:45,072 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/{43}
2023-04-12 00:16:25,403 | DEBUG | route: comments/43
2023-04-12 00:16:25,403 | DEBUG | route: comments/43
2023-04-12 00:16:25,403 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:16:25,403 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:16:28,400 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : app.services.comments_service.comments_schemas.Comment() argument after ** must be a mapping, not DocumentSnapshot
2023-04-12 00:18:04,651 | DEBUG | route: comments/43
2023-04-12 00:18:04,651 | DEBUG | route: comments/43
2023-04-12 00:18:04,651 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:18:04,651 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:18:05,739 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : app.services.comments_service.comments_schemas.Comment() argument after ** must be a mapping, not DocumentSnapshot
2023-04-12 00:18:51,792 | DEBUG | route: comments/43
2023-04-12 00:18:51,792 | DEBUG | route: comments/43
2023-04-12 00:18:51,793 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:18:51,793 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:18:54,802 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : app.services.comments_service.comments_schemas.Comment() argument after ** must be a mapping, not DocumentSnapshot
2023-04-12 00:19:54,026 | DEBUG | route: comments/43
2023-04-12 00:19:54,026 | DEBUG | route: comments/43
2023-04-12 00:19:54,028 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:19:54,028 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:19:56,804 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : 1 validation error for Comment
comment_id
  field required (type=value_error.missing)
2023-04-12 00:21:23,466 | DEBUG | route: comments/43
2023-04-12 00:21:23,466 | DEBUG | route: comments/43
2023-04-12 00:21:23,466 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:21:23,466 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:21:24,578 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : 1 validation error for Comment
comment_id
  field required (type=value_error.missing)
2023-04-12 00:25:13,951 | DEBUG | route: comments/43
2023-04-12 00:25:13,951 | DEBUG | route: comments/43
2023-04-12 00:25:13,952 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:25:13,952 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:25:15,035 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : 1 validation error for Comment
comment_id
  field required (type=value_error.missing)
2023-04-12 00:25:25,476 | DEBUG | route: comments/43
2023-04-12 00:25:25,476 | DEBUG | route: comments/43
2023-04-12 00:25:25,476 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:25:25,476 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:25:26,540 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : 1 validation error for Comment
comment_id
  field required (type=value_error.missing)
2023-04-12 00:29:34,540 | DEBUG | route: comments/43
2023-04-12 00:29:34,540 | DEBUG | route: comments/43
2023-04-12 00:29:34,541 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:29:34,541 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:29:38,161 | DEBUG | Failled to update comment to comments collection in firebase for post 43 error : app.services.comments_service.comments_schemas.Comment() argument after ** must be a mapping, not DocumentSnapshot
2023-04-12 00:30:35,284 | DEBUG | route: comments/43
2023-04-12 00:30:35,284 | DEBUG | route: comments/43
2023-04-12 00:30:35,286 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-12 00:30:35,286 | DEBUG | Dispatching request to comments microservice: PUT http://127.0.0.1:8003/comments/43
2023-04-14 00:53:12,312 | DEBUG | Adding post with id: 1 to post collection in firebase with document id: 1
2023-04-14 00:53:12,353 | DEBUG | sending new post to vote and recomendation micro-services with id: 1
2023-04-14 00:53:17,219 | DEBUG | Adding post with id: 1 to post collection in firebase with document id: 1
2023-04-14 00:53:17,227 | DEBUG | sending new post to vote and recomendation micro-services with id: 1
2023-04-14 00:53:19,644 | DEBUG | Adding post with id: 1 to post collection in firebase with document id: 1
2023-04-14 00:53:19,650 | DEBUG | sending new post to vote and recomendation micro-services with id: 1
2023-04-14 00:53:21,897 | DEBUG | Adding post with id: 1 to post collection in firebase with document id: 1
2023-04-14 00:53:21,905 | DEBUG | sending new post to vote and recomendation micro-services with id: 1
